Luther Strange
Stefan Zierke
Dagmar Ziegler
Dirk Wiese
Martina Stamm-Fibich
Rita Schwarzelühr-Sutter
Nina Scheer
Johann Saathoff
Christian Petry
Bettina Müller
Detlef Müller
Klaus Mindrup
Josip Juratovic
Gustav Herzog
Barbara Hendricks
Held Marcus
Dirk Heidenblut
Hagl-Kehl Rita
Gerdes Michael
Felgentreu Fritz
Dittmar Sabine
Binding Lothar
Bartke Matthias
Barley Katarina
Hubertus Zdebel
Harald Weinberg
Müller Norbert
Lutze Thomas
Gerhard Schick
Cem Özdemir
Annalena Baerbock
Beck Volker
Halina Wawzyniak
Michael Peter Tauber
Erika Steinbach
Mutlu Özcan
Anna Kordula Schulz-Asche
Strengmann-Kuhn Wolfgang
Sven Volmering
Mechthild Rawert
Dagmar G. Wöhrl
Hartmut Koschyk
Gerold Reichenbach
Feist Thomas
(Lisa) Elisabeth Paus
Meiwald Peter
Boris Gehring Kai
Burkhard Karl Lischka
Krischer Michael Oliver
Fuchs Michael
Bärbel Höhn
Christina Schwarzer
Elke Ferner
Annette Groth
Engelmeier Michaela
Hinz Priska
Charles Huber M.
(Ulle) Schauws Ursula
Alexander Neu S.
Kristina Schröder
Brigitte Zypries
Da?Delen Sevim
Agnieszka Brugger
Diana Golze
Gohlke Nicole Stephanie
Heribert Hirte
Ferdinand Manuel Sarrazin
Brigitte Pothmer
Castellucci Lars
Braun Helge Reinhold
Gabriel Hartmut Sigmar
Gerhard Leutert Michael
Hartmann Michael
Gehrcke Wolfgang
Christina Kampmann
Florian Hahn Peter
Hans-Christian Ströbele
Albsteiger Katrin
Günther Meister Michael
Lemme Steffen-Claudio
Julia Maria Verlinden
Maisch Nicole
Rebmann Stefan
Caren Lay Nicole
Valerie Wilms
Behrens Herbert
Gregor Gysi
Christoph Strässer
Lietz Matthias
Arnold Rainer
Bettina Hornhues
Aken Jan Van
Andreas Franz Scheuer
Michael Ullrich Volker
Nina Warken
Diaby Karamba Nat. Rer.
Hans Nord Thomas
Jung Xaver
Binder Karin
Koenigs Tom
Aydan Özoğuz
Ernst Friedrich Klaus
Matthias Rainer Zimmer
Mißfelder Philipp
Priesmeier Wilhelm
Ernst Patrick Sensburg
Waltraud Wolff
Johannes Singhammer
Hermann Martin Rabanus
Beck Marieluise
Tobias Zech
Axel Fischer
Edgar Franke Konrad
David Johann Wadephul
Hein Rosemarie
Bernd C. Fabritius H.
Gisela Manderla
Karawanskij Susanna
Helmut Nowak
Annette Sawade
Bernd Siebert
Axel Troost
Jürgen Klimke
Gundelach Herlind
Ernstberger Petra
Franz Josef Jung
Pfeiffer Sibylle
Hiltrud Lotze
Eckhardt Rehberg
Ehrmann Siegmund
Frank Junge Michael
Franz Thönnes
Karl-Georg Wellmann
Norbert Spinrath
Andrea Wicklein
Egon Jüttner
Peter Weiß
Feiler Uwe
Michael Vietz
Fograscher Gabriele
Karl Lamers
Christian Freiherr Stetten Von
Peer Steinbrück
Edathy Sebastian
Agnes Alpers
Markus Tressel
Böhmer Maria
Eberl Iris
Eckenbach Jutta
Hoffmann Thorsten
Bettina Kudla
Lengsfeld Philipp
Ingbert Liebing
Mosblech Volker
Julia Obermeier
Ostermann Tim
Alexander Gamal Radwan
Annette Schavan
Heiko Schmelzle
Alexander Markus Uhl
Carsten Träger
Tiefensee Wolfgang
Elfi Scho-Antwerpes
Matthias Schmidt
Jeannine Pflugradt
Markus Paschke
Birgit Malecha-Nissen
Jost Reinhold
Christina Jantz-Herrmann
Ilgen Matthias
Hampel Ulrich
Groß Michael
Freese Ronald Ulrich
Christian Flisek
Daniela De Pol. Rer. Ridder
Coße Jürgen
Bätzing-Lichtenthäler Sabine
Jörn Wunderlich
Frank Tempel
Harald Petzold
(Ulla) Jelpke Ursula
Bartsch Dietmar Gerhard
Harald Terpe
Elisabeth Scharfenberg
Anja Hajduk Margarete
Henrichmann Marc
Pilsinger Stephan
Josephine Loulou Ortleb
Cotar Eleonora Joana
Ehrhorn Thomas
Felser Peter
Anton Friesen
Gottberg Von Wilhelm
Hartmann Verena
Hemmelgarn Theodor Udo
Herdt Waldemar
Höchst Nicole
Bruno Hollnagel
Huber Johannes
Fabian Jacobi
Jens Kestner
Jörn König
Kotré Steffen
Hans-Rüdiger Lucassen
Jens Maier
Münz Volker
Jan Nolte Ralf
Oehme Ulrich
Matthias Peterka Tobias
Paul Podolay Viktor
Johannes Reusch Roman
Seitz Thomas
Heiko Wildberg
Christian Friedrich Wirth
Ebbing Hartmut
Bernd Reuther
Bettina Stark-Watzinger
Brandt Michel
Birke Bull-Bischoff
Evrim Sommer
Markus Stefan Tressel
Ingrid Nestle
Bahr Ulrike
Carina Konrad
Andreas Steier
Kuffer Michael
Achim Kessler
Filiz Polat
Brunner Heinz Karl
Rouenhoff Stefan
Hellmich Wolfgang
Christoph Matschie
Angela Dorothea Merkel
C. Georg H. Hans Michelbach
Kamann Uwe
Frohnmaier Markus
Bernstiel Christoph
Linda Teuteberg
Ingmar Jung Ludwig
Bernd Riexinger
Cornelia Möhring
Sandra Weeser
Helge Lindh
Andreas Bleck
Gremmels Timon
Lothar Maier
Erwin Martin Renner
Daniela Wagner
Brandenburg Mario
Barrientos Krauss Simone
Alice Weidel
Andrew Ullmann
Christian Lindner
Albert Schinnenburg Wieland
Brandenburg Jens
Frank Sitta
Michael Schrodi
Holm Leif-Erik
Andreas Schwarz
Heiko Maas
Anke Domscheit-Berg
Florian Toncar
Kemmerich L. Thomas
Frank Pasemann
Marie-Agnes Strack-Zimmermann
Dietlind Tiemann
Curio Gottfried
Harald Weyel
Aumer Peter
Bayaz Danyal
Bause Margarete
Boehringer Peter
Stadler Svenja
Holtz Ottmar Von
Beer Gertrud Nicola
Gabelmann Sylvia
Hessel Katja
Gelbhaar Stefan
Daniela Kluckert
Luksic Oliver
Schweiger Torsten
Anna Christmann
Kemmer Ronja
Josef Oster
Falko Mohrs
Karl Lauterbach
Gottschalk Kay
Jan Korte
Christian Jung
Corinna Miazga
Ingrid Remmers
Alexander Hess Martin
Christoph Meyer
Axel Gehrke
Nils Schmid
Bystron Petr
Elisabeth Kaiser
Bayram Canan
Frieser Michael
Buschmann Marco
Faber Marcus
Herbst Torsten
Sattelberger Thomas
Elias Konstantin Kuhle
Badum Hildegard Lisa
Angelika Glöckner
Lechte Ulrich
Abercron Michael Von
Martin Reichardt
Nastic Zaklin
Berengar Elsner Gronow Von
Andreas Mrosek
Paul Ziemiak
Uwe Witt
Martin Schulz
Keuter Stefan
Ruppert Stefan
Stephan Thomae
Johannes Schraps
Bernhard Marc
Hermann Otto Solms
Lehmann Sven
Benjamin Strasser
Peter Stein
Dirk Spaniel
Enrico Komning
Katrin Staffler
Anita Schäfer
Elvan Korkmaz
Felix Schreiner
Brandner Stephan
Manfred Todtenhausen
Protschka Stephan
Breymaier Leni
Espendiller Michael
Haug Jochen
Carsten Müller
Alexander Eberhardt Gauland
Jimmy Schulz
Beeck Jens
Hacker Thomas
Hartwig Roland
Meiser Pascal
Helling-Plahr Katrin
Georg Link Michael
Friedrich Hans-Peter
Johannes Vogel
Fricke Otto
Aschenberg-Dugnus Christine
Sonja Steffen
Benning Sybille
Jongen Marc Stephan
Houben Reinhard
Grübel Markus
Anja Karliczek
Axel Knoerig
Daniela Ludwig
Norbert Röttgen
Silberhorn Thomas
Fechner Johannes
Grötsch Uli
Katja Mast
Michelle Müntefering
Schiefner Udo
Katja Keul
Kindler Sven-Christian
Biadacz Marc
Brehm Sebastian
Erndl Thomas
Feiler Uwe Wolfgang
Heilmann Thomas
Kartes Torbjörn
Andreas Gottfried Lämmel
Löbel Nikolas
Müller Sepp
Christoph Johannes Ploß
Alexander Throm
Dilcher Esther
Möller Siemtje
Manja Schüle
Jens Mathias Stein
Markus Töns
Braun Jürgen
Bühl Marcus
Büttner Matthias
Chrupalla Tino
Dietmar Friedhoff
Frömming Götz
Franziska Gminder
Harder-Kühnel Iris Mariana
Herrmann Klaus Lars
Hilse Karsten
Kleinwächter Norbert
Kraft Rainer
Mario Mieruch
Gerhard Hansjörg Müller
Münzenmaier Sebastian
Christoph Neumann
Jürgen Pohl
Schielke-Ziesing Ulrike
Robby Schlund
Jörg Schneider
Schulz Uwe
Johannes Martin Sichert
René Springer
Wiehle Wolfgang
Aggelidis Grigorios
Alt Renata
Beek In Olaf
Busen Karlheinz
Britta Dassler Katharina
Bijan Djir-Sarai
Christian Dürr
Daniel Föst
Herbrand Markus
Clemens Gero Hocker
Höferlin Manuel
Ihnen Ulla
Klinge Marcel
Köhler Lukas
Alexander Müller
Müller-Böhm Roman
Frank Müller-Rosentritt
Martin Neumann
Hagen Reinhold
Christian Sauter
Frank Schäffler
Matthias Seestern-Pauly
Judith Skudelny
Katja Rita Suding
Gerald Ullrich
Nicole Westig
Achelwilm Doris Maria
Akbulut Gökay
Beutin Gösta Lorenz
Cezanne Jörg
Brigitte Freihold
Höhn Matthias
Ali Amira Mohamed
Pellmann Sören
Angelo Perli Victor
Pflüger Tobias
Elisabeth Eva-Maria Schreiber
Friedrich Straetmanns
Jessica Tatti
Andreas Wagner
Erhard Grundl
Bettina Hoffmann
Kappert-Gonther Kirsten
Claudia Müller
Manuela Rottmann
Schmidt Stefan
Margit Stumpp
Johann N. Schneider-Ammann
Ada Marra
Adèle Goumaz Thorens
Adrian Amstutz
Andrea Gmür-Schönenberger
Alain Berset
Alice Glauser-Zufferey
Amaudruz Céline
Angelo Barrile
Andrea Caroni
Barbara Steinemann
Barbara Gysi
Barazzone Guillaume
Bastien Girod
Bea Heim
Beat Vonlanthen
Beat Flach
Benoît Genecand
Berberat Didier
Bernhard Guhl
Balthasar Glättli
Brand Heinz
Bühler Manfred
Carlo Sommaruga
Cédric Wermuth
Amarelle Cesla
Christian Lohr
Chantal Galladé
Christine Häsler
Christa Markwalder
Christian Imark
Christian Levrat
Béglé Claude
Claudia Friedl
Christian Lüscher
Christian Wasserfallen
Damian Müller
Daniel Jositsch
Buman De Dominique
Doris Fiala
Erich Ettlin
Elisabeth Schneider-Schneiter
Engler Stefan
Eric Nussbaumer
Erich Hess
Allemann Evi
Derder Fathi
Franz Grüter
Borloz Frédéric
Fabio Regazzi
Fricker Jonas
Gerhard Pfister
Géraldine Marchand-Balet
Graber Konrad
Hansjörg Knecht
Hans-Ueli Vogt
Hiltpold Hugues
Hans-Peter Portmann
Bigler Hans-Ulrich
Chevalley Isabelle
Glanzmann-Hunkeler Ida
Cassis Ignazio
Isabelle Moret
Jauslin Matthias Samuel
Badran Jacqueline
Christophe Jean Schwaab
Jean-François Rime
Grossen Jürg
Bertschy Kathrin
Kathy Riklin
Landolt Martin
Laurent Wehrli
Filippo Lombardi
Hess Lorenz
Lorenzo Quadri
Lukas Reimann
Luzi Stamm
Aebischer Matthias
Ingold Maja
Manuel Tornare
Dobler Marcel
Chiesa Marco
Marco Romano
Kiener Margret Nellen
Marianne Streiff-Feller
Bäumle Martin
Candinas Martin
Martina Munz
Mathias Reynard
Maximilian Reimann
Mattea Meyer
Buffat Michaël
Li Marti Min
Müller-Altermatt Stefan
Nantermod Philippe
Natalie Rickli
Masshardt Nadine
Nordmann Roger
Graf Maya
Thurnherr Walter
Français Olivier
Paul Rechsteiner
Gössi Petra
Hadorn Philipp
Bischof Pirmin
Quadranti Rosmarie
Comte Raphaël
Ana Rebecca Ruiz
Regula Rytz
Beat Rieder
Cramer Robert
Roberto Schmidt
Pantani Roberta
Köppel Roger
Noser Ruedi
Humbel Ruth
Sandra Sollberger
Schenker Silvia
Barbara Schmid-Federer
Daniela Schneeberger
Graf Priska Seiler
Arslan Sibel
Leutenegger Oberholzer Susanne
Brunner Toni
Ammann Thomas
Hardegger Thomas
Burkart Thierry
Aeschi Thomas
Burgherr Thomas
Angelina Moser Tiana
Guldimann Tim
Addor Jean-Luc
Giezendanner Ulrich
Carrard Piller Valérie
Herzog Verena
Amherd Viola
Liliane Maury Pasquier
Hösli Werner
Salzmann Werner
Buttet Yannick
Feri Yvonne
Nidegger Yves
Estermann Yvette
Claudio Zanetti
Roberto Zanetti
Adam Vaughan
(Hon.) Ahmed Hussen
Alain Rayes
Alaina Lockhart
Alexander Nuttall
Alexandra Mendès
Alexandre Boulerice
Ali Ehsassi
(Hon.) Alice Wong
Alistair Macgregor
Alupa Clarke
Amarjeet(Hon.) Sohi
(Hon.) Andrew Leslie
Andrew(Hon.) Scheer
Andy Fillmore
Angelo Iacono
Anita Vandenbeld
Anju Dhillon
Anne Minh-Thu Quach
Anthony Housefather
Anthony Rota
Arif Virani
Arnold Viersen
Ben Lobb
Bernadette Jordan
Bernard Généreux
Bev Shipley
Bill Blair
Bill Casey
(Hon.) Bill Morneau
Blaine Calkins
Blake Richards
Benzen Bob
Bob Bratina
Bob Saroya
Bob Zimmer
Borys Wrzesnewskyj
Brad Trost
Brenda Shanahan
Brian Masse
Brigitte Sansoucy
Bruce Stanton
Bryan May
Bergen Candice(Hon.)
Carla(Hon.) Qualtrough
Carol Hughes
Bennett Carolyn(Hon.)
Cathay Wagantall
Catherine(Hon.) Mckenna
Cathy Mcleod
Caesar-Chavannes Celina
Arya Chandra
Angus Charlie
Cheryl Gallant
Cheryl Hardcastle
Bittle Chris
Chris Warkentin
Christine Moore
Chrystia(Hon.) Freeland
Colin Fraser
Albas Dan
Kim Rudd
Dan Ruimy
Dan Vandal
Dane Lloyd
Blaikie Daniel
Darrell Samson
Darren Fisher
Darshan Kang Singh
Dave Mackenzie
Dave Kesteren Van
Christopherson David
Burgh David De Graham
David Lametti
David Mcguinty
David Sweet
David Tilson
David Yurdiga
Deborah Schulte
(Hon.) Denis Paradis
Diane(Hon.) Lebouthillier
Dominic(Hon.) Leblanc
Davies Don
Don Rusnak
Carrie Colin
Doug Eyolfson
Emmanuella Lambropoulos
Dreeshen Earl
(Hon.) Ed Fast
Dubourg Emmanuel
(Hon.) Erin O'Toole
Erin Weir
Eva Nassif
El-Khoury Fayçal
Filomena Tassi
Donnelly Fin
Francesco Sorbara
Drouin Francis
Francis Scarpaleggia
Choquette François
(Hon.) Champagne François-Philippe
Baylis Frank
Gabriel Ste-Marie
Gagan Sikand
Garnett Genuis
Anandasangaree Gary
Geng Tan
(Hon.) Geoff Regan
Georgina Jolibois
Deltell Gérard
Glen Motz
Brown Gordon
Gord Johns
Fergus Greg
Gudie Hutchings
Caron Guy
Guy Lauzon
Harjit S.(Hon.) Sajjan
Albrecht Harold
Hélène Laverdière
(Hon.) Deepak Obhrai
Maryann(Hon.) Mihychuk
(Hon.) Bardish Chagger
(Hon.) Fry Hedy
(Hon.) Duncan Kirsty
Bains Navdeep(Hon.)
(Hon.) Kent Peter
(Hon.) Hunter Tootoo
Iqra Khalid
Irene Mathyssen
James Maloney
Jamie Schmale
(Hon.) Jane Philpott
Jati Sidhu
Jean Rioux
Jean-Claude Poissant
(Hon.) Duclos Jean-Yves
Jennifer O'Connell
Jenny Kwan
(Hon.) Carr Jim
Eglinski Jim
(Hon.) Jody Wilson-Raybould
Joe Peschisolido
Godin Joël
Joël Lightbound
Aldag John
Brassard John
(Hon.) John Mckay
John Nater
John Oliver
Barlow John
Jonathan Wilkinson
Joyce Murray
(Hon.) A. Judy Sgro
Dabrusin Julie
Dzerowicz Julie
(Right Hon.) Justin Trudeau
Kamal Khera
Karen Ludwig
Karen Mccrimmon
Karen Vecchio
Gould Karina(Hon.)
Karine Trudel
Kate Young
(Hon.) K. Kellie Leitch
Kelly Mccauley
Hardie Ken
Ken Mcdonald
Bezan James
Kennedy Stewart
(Hon.) Hehr Kent
Diotte Kerry
Kevin Lamoureux
Kevin(Hon.) Sorenson
Kevin Waugh
Kyle Peterson
(Hon.) Bagnell Larry
Larry Maguire
Larry Miller
Lawrence(Hon.) Macaulay
Len Webber
Alleslev Leona
Duncan Linda
Lapointe Linda
(Hon.) Lisa Raitt
Lloyd Longfield
Berthold Luc
Luc Thériault
Jowhari Majid
Garneau Marc(Hon.)
Marc Miller
Marc Serré
Marco Mendicino
Bibeau Marie-Claude(Hon.)
Gill Marilène
Gladu Marilyn
Beaulieu Mario
Boutin-Sweet Marjolaine
(Hon.) Eyking Mark
Gerretsen Mark
Holland Mark
Mark Strahl
Mark Warawa
Martin Shields
Marwan Tabbara
Mary Ng
Maryam(Hon.) Monsef
Decourcey Matt
Jeneroux Matt
Dubé Matthew
Bernier Maxime(Hon.)
Arnold Mel
Joly Mélanie(Hon.)
(Hon.) Chong Michael
Cooper Michael
Levitt Michael
Mcleod Michael
Boudrias Michel
Michel Picard
Michelle(Hon.) Rempel
Bossio Mike
(Hon.) Lake Mike
Ginette(Hon.) Petitpas Taylor
Fortier Mona
Monique Pauzé
Finnigan Pat
Murray Rankin
Erskine-Smith Nathaniel
Cullen Nathan
Ellis Neil
Nick Whalen
Di Iorio Nicola
Ashton Niki
Alghabra Omar
Pablo(Hon.) Rodriguez
Damoff Pam
Goldsmith-Jones Pam
Kelly Pat
Hajdu Patty(Hon.)
Lefebvre Paul
Fonseca Peter
Fragiskatos Peter
Julian Peter
Peter Schiefke
(Hon.) Loan Peter Van
Mccoleman Phil
Breton Pierre
Nantel Pierre
Paul-Hus Pierre
(Hon.) Pierre Poilievre
Dusseault Pierre-Luc
Harder Rachael
Blaney Rachel
Grewal Raj
Raj Saini
Goodale Ralph(Hon.)
Ramesh Sangha
Ayoub Ramez
Garrison Randall
Randeep Sarai
Boissonnault Randy
Hoback Randy
Massé Rémi
Fortin Rhéal
Cannings Richard
Hébert Richard
(Hon.) Nicholson Rob
Oliphant Robert
Aubin Robert
Morrissey Robert
Robert Sopuck
Ouellette Robert-Falcon
Cuzner Rodger
Romeo Saganash
Liepert Ron
Mckinnon Ron
Ruby Sahota
Brosseau Ellen Ruth
Salma Zahid
(Hon.) Brison Scott
Duvall Scott
Reid Scott
Scott Simms
O'Regan Seamus(Hon.)
Casey Sean
Fraser Sean
Cormier Serge
Shannon Stubbs
Chen Shaun
Malcolmson Sheila
Benson Sheri
Romanado Sherry
Marcil Simon
Sidhu Sonia
Lauzon Stéphane
Kusie Stephanie
Fuhr Stephen
Blaney Steven(Hon.)
Mackinnon Steven
Dhaliwal Sukh
Spengemann Sven
Boucher Sylvie
Falk Ted
Beech Terry
Duguid Terry
Sheehan Terry
(Hon.) Nault Robert
Harvey T.J.
Doherty Todd
Kmiec Tom
Mulcair Thomas(Hon.)
(Hon.) Clement Tony
Ramsey Tracey
Badawey Vance
(Hon.) Easter Wayne
Long Wayne
Stetski Wayne
Amos William
Barsalou-Duval Xavier
Ratansi Yasmin
Robillard Yves
Jones Yvonne
Aboultaif Ziad
Allison Dean
Anderson David
Block Kelly
Elizabeth May
Quickenborne Van Vincent
Servais Verherstraeten
Chastel Olivier
Dallemagne Georges
Muylle Nathalie
Raf Terwingen
Stefaan Vercamer
Hees Marco Van
Dewinter Filip
Tim Vandenput
Carina Cauter Van
Bracke Siegfried
De Vriendt Wouter
Özen Özlem
Bogaert Hendrik
Annemie Turtelboom
Benoit Hellings
Daphné Dumery
Griet Smaers
Karin Temmerman
Daniel Senesael
Calvo Kristof
Ceysens Patricia
Lijnen Nele
Veli Yüksel
Françoise Schepmans
Deseyn Roel
Dewael Patrick
Lanjri Nahima
Bert Wollants
Kristien Vaerenbergh Van
Dierick Leen
Bergh Den Jef Van
Becq Sonja
De Lamotte Michel
An Capoen
Karine Lalieux
Biesen Luk Van
Daerden Frédéric
Hecke Stefaan Van
Almaci Meyrem
Coninck De Monica
Egbert Lachaert
Veerle Wouters
Beke Wouter
Hufkens Renate
Alain Top
Clarinval David
Peel Valerie Van
Koen Metsu
Annick Lambrecht
De Sophie Wit
Burre Gilles Vanden
Denis Ducarme
Barbara Pas
Ben Hamou Nawal
Blanchart Philippe
Calomne Gautier
Caprasse Véronique
Caroline Cassart-Mailleux
Crusnière Stéphane
Coninck De Inez
Anne Dedry
Delizée Jean-Marc
Demon Franky
De Peter Roover
Bart De Wever
Di Elio Rupo
Fernandez Fernandez Julie
Flahaux Jean-Jacques
Catherine Fonck
Foret Gilles
Benoît Friart
Gabriëls Katja
Gantois Rita
Georges Gilkinet
Grovonius Gwenaëlle
Hedebouw Raoul
Heeren Veerle
Jadin Kattrin
Jiroflée Karin
Emir Kir
Kitir Meryame
Johan Klaps
Ahmed Laaouej
Lahaye-Battheu Sabien
Benoît Lutgen
Luykx Peter
Maingain Olivier
Eric Massin
Miller Richard
Laurette Onkelinx
Fatma Pehlivan
Jan Penris
Benoît Piedboeuf
Raskin Wouter
Scourneau Vincent
Sarah Smeyers
Jan Spooren
Eric Thiébaut
Damien Thiery
Ann Vanheste
Els Hoof Van
Jan Vercammen
Hendrik Vuye
Fabienne Winckel
Buysrogge Peter
Grosemans Karolien
Peteghem Van Vincent
Jean-Marc Nollet
Demeyer Willy
Der Dirk Maelen Van
Peter Vanvelthoven
Goedele Uyttersprot
Janssen Werner
Brecht Vermeulen
Burton Emmanuel
Ine Somers
Degroote Koenraad
Bellens Rita
Evita Willaert
Dirk Mechelen Van
David Geerts
De Robert Van Velde
Dedecker Peter
Camp Van Yoleen
Der Donckt Van Wim
Aldo Carcaci
Delannois Paul-Olivier
Matz Vanessa
Hon Senator Seselja The Zed
Birmingham Hon Senator Simon The
Hon Ryan Scott Senator The
Hon Penny Senator The Wong
Fifield Hon Mitch Senator The
Cash Hon Michaelia Senator The
Canavan Hon Matthew Senator The
Cormann Hon Mathias Senator The
Hon Marise Payne Senator The
Hon Lisa Senator Singh The
Carr Hon Kim Senator The
Hon James Mcgrath Senator The
Abetz Eric Hon Senator The
Concetta Fierravanti-Wells Hon Senator The
Ao Arthur Hon Senator Sinodinos The
Anne Hon Ruston Senator The
Lines Senator Sue
Griff Senator Stirling
Hanson-Young Sarah Senator
Di Natale Richard Senator
Patrick Rex Senator
Rachel Senator Siewert
Peter Senator Whish-Wilson
Georgiou Peter Senator
Hanson Pauline Senator
Dodson Patrick Senator
Mckim Nick Senator
Murray Senator Watt
Malarndirri Mccarthy Senator
Gichuhi Lucy Senator
Louise Pratt Senator
Csc Linda Reynolds Senator
Lee Rhiannon Senator
Kimberley Kitching Senator
Gallagher Katy Senator
Jordon Senator Steele-John
John Senator Williams
Jenny Mcallister Senator
Janet Rice Senator
Hume Jane Senator
James Paterson Senator
Helen Polley Senator
Glenn Senator Sterle
Anning Fraser Senator
Derryn Hinch Senator
Deborah O'Neill Senator
Dean Senator Smith
David Leyonhjelm Senator
Bushby David Senator
Bernardi Cory Senator
Claire Moore Senator
Chris Ketter Senator
Bilyk Catryna Senator
Brown Carol Senator
Bridget Mckenzie Senator
Brian Burston Senator
Anthony Chisholm Senator
Anne Senator Urquhart
Andrew Bartlett Senator
Alex Gallacher Senator
Adam Bandt Mp Mr
Alan Hon Mp Tudge
Albanese Anthony Hon Mp
Andrew Dr Hon Leigh Mp
Alex Hawke Hon Mp
Amanda Hon Mp Rishworth
Andrew Gee Mp Mr
Andrew Giles Mp Mr
Andrew Laming Mp Mr
Andrew Mp Mr Wallace
Angus Hon Mp Taylor
Ann Mp Mrs Sudmalis
Anne Mp Ms Stanley
Anthony Byrne Hon Mp
Barnaby Hon Joyce Mp
Bert Manen Mp Mr Van
Bill Hon Mp Shorten
Brendan Hon Mp O'Connor
Bowen Chris Hon Mp
Brian Mitchell Mp Mr
Andrew Broad Mp Mr
Broadbent Mp Mr Russell
Cathy Mp Ms O'Toole
Catherine Hon King Mp
Chris Crewther Mp Mr
Clare Mp Ms O'Neil
Christian Hon Mp Porter
Christopher Hon Mp Pyne
Craig Kelly Mp Mr
David Littleproud Mp Mr
Damian Drum Hon Mp
Dan Hon Mp Tehan
Chester Darren Hon Mp
David Dr Gillespie Hon Mp
Coleman David Mp Mr
Emma Mcbride Mp Ms
Emma Husar Mp Ms
Fitzgibbon Hon Joel Mp
Brodtmann Gai Mp Ms
Christensen George Mp Mr
Graham Mp Mr Perrett
Greg Hon Hunt Mp
Goodenough Ian Mp Mr
Ao Cathy Mcgowan Mp Ms
Hon Jane Mp Prentice
Clare Hon Jason Mp
Falinski Jason Mp Mr
Jason Mp Mr Wood
Chalmers Dr Jim Mp
Elliot Hon Justine Mp
Joanne Mp Ms Ryan
Dr John Mcveigh Mp
Frydenberg Hon Josh Mp
Josh Mp Mr Wilson
Banks Julia Mp Ms
Hill Julian Mp Mr
Julian Leeser Mp Mr
Bishop Hon Julie Mp
Collins Hon Julie Mp
Julie Mp Ms Owens
Justine Keay Mp Ms
Andrews Hon Karen Mp
Ellis Hon Kate Mp
Hon Keith Mp Pitt
Hon Kelly Mp O'Dwyer
Ken Mp Mr O'Dowd
Am Hon Ken Mp Wyatt
Andrews Hon Kevin Mp
Hogan Kevin Mp Mr
Craig Hon Laundy Mp
Burney Hon Linda Mp
Llew Mp Mr O'Brien
Chesters Lisa Mp Ms
Lucy Mp Mrs Wicks
Hartsuyker Hon Luke Mp
Howarth Luke Mp Mr
Gosling Luke Mp Mr Oam
Hon Mccormack Michael Mp
King Madeleine Mp Ms
Mp Ms Rebekha Sharkie
Hon Mp Snowdon Warren
Maria Mp Ms Vamvakinou
Butler Hon Mark Mp
Coulton Mark Mp Mr
Dreyfus Hon Mark Mp Qc
Keogh Matt Mp Mr
Melissa Mp Ms Price
Meryl Mp Ms Swanson
Danby Hon Michael Mp
Hon Keenan Michael Mp
Hon Michael Mp Sukkar
Am Dr Hon Kelly Mike Mp
Dick Milton Mp Mr
Landry Michelle Mp Ms
Michelle Mp Ms Rowland
Hon Matt Mp Thistlethwaite
Champion Mp Mr Nick
Flint Mp Ms Nicolle
Marino Mp Mrs Nola
Conroy Mp Mr Pat
Fletcher Hon Mp Paul
Dutton Hon Mp Peter
Khalil Mp Mr Peter
Bob Hon Katter Mp
Hon Marles Mp Richard
Mitchell Mp Mr Rob
Hart Mp Mr Ross
Mp Mr Ramsey Rowan
Buchholz Mp Mr Scott
Hon Morrison Mp Scott
Bird Hon Mp Sharon
Claydon Mp Ms Sharon
Hon Mp Neumann Shayne
Henderson Mp Ms Sarah
Mp Ms Susan Templeman
Jones Mp Mr Stephen
Georganas Mp Mr Steve
Irons Mp Mr Steve
Ciobo Hon Mp Steven
Hon Mp Robert Stuart
Lamb Mp Ms Susan
Hon Ley Mp Sussan
Hon Mp Swan Wayne
Hon Mp Plibersek Tanya
Mp Mr O'Brien Ted
Butler Mp Ms Terri
Hammond Mp Mr Tim
Mp Mr Tim Watts
Mp Mr Tim Wilson
Burke Hon Mp Tony
Abbott Hon Mp Tony
Mp Mr Pasin Tony
Hon Malcolm Mp Turnbull
Andrew Mp Mr Wilkie
Gerstl Mag. Wolfgang
Dr. Mag. Wolfgang Zinggl
Mölzer Wendelin
Andreas Mag. Schieder
Bruno Mag. Rossmann
Dr. Lopatka Reinhold
Mag. Philipp Schrangl
Kucher Philip
Dr. Peter Pilz
Bernhard Michael
Ing. Lugar Robert
Jan Kai Krainer
Dr. Jessi Lintl
Ba Daniela Holzinger-Vogtenhuber
Christian Höbart Ing.
Christian Hafenecker Ma
Gerald Loacker Mag.
Deimek Dipl.-Ing. Gerhard
Gabriel Obernosterer
Friedrich Mag. Ofenauer
Nurten Yılmaz
Erwin Preiner
Dipl.-Ing. Doppelbauer Karin
Cornelia Ecker
Carmen Schimanek
Belakowitsch Dagmar Dr.
Bayr Ma Mls Petra
Angelika Dr. Winzig
Andreas Hanger Mag.
Brückl Hermann
Androsch Ing. Maurice
(Fh) Bißmann Dipl.-Ing. Martha
Dönmez Efgani Pmm
Drozda Mag. Thomas
Einwallner Ing. Reinhold
Engelberg Mag. Martin
(Wu) Claudia Gamon Msc
Dr. Griss Irmgard
Gruber Renate
Gudenus Johann M.A.I.S. Mag.
Hochstetter-Lackner Irene
Bsc Eva Holzleitner Maria
Franz Hörl
